,subj,obj,relation,explanation,mask_type,subj_new,obj_new,explanation_new,filled_sequence
22,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj,absolute,sure,"if something is absolute, you can be sure about it.","if something is absolute, you can be sure about it."
23,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj,absolute,good,"if something is absolute, you can be good about it.","if something is absolute, you can be good about it."
24,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj,absolute,calm,"if something is absolute, you can be calm about it.","if something is absolute, you can be calm about it."
25,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj,absolute,happy,"if something is absolute, you can be happy about it.","if something is absolute, you can be happy about it."
26,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj-rel,absolute,sure,"if something is absolute, you can be sure about it","if something is absolute, you can be sure about it, so they have a synonym relation."
27,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj-rel,absolute,particular,"if something is absolute, you can be particular about it","if something is absolute, you can be particular about it, so they have a synonym relation."
28,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj-rel,absolute,vague,"if something is absolute, you can be vague about it","if something is absolute, you can be vague about it, so they have a synonym relation."
29,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj-rel,absolute,wrong,"if something is absolute, you can be wrong about it","if something is absolute, you can be wrong about it, so they have a synonym relation."
30,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj-rel,absolute,positive,"if something is absolute, you can be positive about it","if something is absolute, you can be positive about it, so they have a synonym relation."
31,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj-rel,absolute,specific,"if something is absolute, you can be specific about it","if something is absolute, you can be specific about it, so they have a synonym relation."
32,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj-rel,absolute,certain,"if something is absolute, you can be certain about it","if something is absolute, you can be certain about it, so they have a synonym relation."
33,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj-rel,absolute,definite,"if something is absolute, you can be definite about it","if something is absolute, you can be definite about it, so they have a synonym relation."
34,absolute,sure,synonym,"if something is absolute , you can be sure about it .",obj-rel,absolute,honest,"if something is absolute, you can be honest about it","if something is absolute, you can be honest about it, so they have a synonym relation."
35,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,captains,admirals and captains are leaders in the world.,admirals and captains are leaders in the world.
36,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,generals,admirals and generals are leaders in the world.,admirals and generals are leaders in the world.
37,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,commanders,admirals and commanders are leaders in the world.,admirals and commanders are leaders in the world.
38,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,destroyers,admirals and destroyers are leaders in the world.,admirals and destroyers are leaders in the world.
39,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,presidents,admirals and presidents are leaders in the world.,admirals and presidents are leaders in the world.
40,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,politicians,admirals and politicians are leaders in the world.,admirals and politicians are leaders in the world.
41,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,frigates,admirals and frigates are leaders in the world.,admirals and frigates are leaders in the world.
42,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,officers,admirals and officers are leaders in the world.,admirals and officers are leaders in the world.
43,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,kings,admirals and kings are leaders in the world.,admirals and kings are leaders in the world.
44,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj,admirals,governors,admirals and governors are leaders in the world.,admirals and governors are leaders in the world.
45,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,captains,admirals and captains are leaders in the world,"admirals and captains are leaders in the world, so they have a coordinate relation."
46,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,generals,admirals and generals are leaders in the world,"admirals and generals are leaders in the world, so they have a coordinate relation."
47,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,commanders,admirals and commanders are leaders in the world,"admirals and commanders are leaders in the world, so they have a coordinate relation."
48,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,frigates,admirals and frigates are leaders in the world,"admirals and frigates are leaders in the world, so they have a coordinate relation."
49,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,destroyers,admirals and destroyers are leaders in the world,"admirals and destroyers are leaders in the world, so they have a coordinate relation."
50,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,admiral,admirals and admiral are leaders in the world,"admirals and admiral are leaders in the world, so they have a coordinate relation."
51,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,cruisers,admirals and cruisers are leaders in the world,"admirals and cruisers are leaders in the world, so they have a coordinate relation."
52,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,ambassadors,admirals and ambassadors are leaders in the world,"admirals and ambassadors are leaders in the world, so they have a coordinate relation."
53,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,officers,admirals and officers are leaders in the world,"admirals and officers are leaders in the world, so they have a coordinate relation."
54,admirals,chiefs,members-of-the-same-category,admirals and chiefs are leaders in the world .,obj-rel,admirals,presidents,admirals and presidents are leaders in the world,"admirals and presidents are leaders in the world, so they have a coordinate relation."
55,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj,agent,persons,an agent is a persons who acts on behalf of another person.,an agent is a persons who acts on behalf of another person.
56,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj,agent,man,an agent is a man who acts on behalf of another person.,an agent is a man who acts on behalf of another person.
57,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj,agent,professional,an agent is a professional who acts on behalf of another person.,an agent is a professional who acts on behalf of another person.
58,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj,agent,human,an agent is a human who acts on behalf of another person.,an agent is a human who acts on behalf of another person.
59,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj,agent,figure,an agent is a figure who acts on behalf of another person.,an agent is a figure who acts on behalf of another person.
60,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj,agent,individual,an agent is a individual who acts on behalf of another person.,an agent is a individual who acts on behalf of another person.
61,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj,agent,citizen,an agent is a citizen who acts on behalf of another person.,an agent is a citizen who acts on behalf of another person.
62,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj,agent,party,an agent is a party who acts on behalf of another person.,an agent is a party who acts on behalf of another person.
63,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj-rel,agent,persons,an agent is a persons who acts on behalf of another person,"an agent is a persons who acts on behalf of another person, so they have a has - context relation."
64,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj-rel,agent,human,an agent is a human who acts on behalf of another person,"an agent is a human who acts on behalf of another person, so they have a has - context relation."
65,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj-rel,agent,character,an agent is a character who acts on behalf of another person,"an agent is a character who acts on behalf of another person, so they have a has - context relation."
66,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj-rel,agent,party,an agent is a party who acts on behalf of another person,"an agent is a party who acts on behalf of another person, so they have a has - context relation."
67,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj-rel,agent,figure,an agent is a figure who acts on behalf of another person,"an agent is a figure who acts on behalf of another person, so they have a has - context relation."
68,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj-rel,agent,subject,an agent is a subject who acts on behalf of another person,"an agent is a subject who acts on behalf of another person, so they have a has - context relation."
69,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj-rel,agent,man,an agent is a man who acts on behalf of another person,"an agent is a man who acts on behalf of another person, so they have a has - context relation."
70,agent,person,thematic,an agent is a person who acts on behalf of another person .,obj-rel,agent,participant,an agent is a participant who acts on behalf of another person,"an agent is a participant who acts on behalf of another person, so they have a has - context relation."
71,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,help,she employed an agent to help her to handle the rental business.,she employed an agent to help her to handle the rental business.
72,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,allow,she employed an agent to allow her to handle the rental business.,she employed an agent to allow her to handle the rental business.
73,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,assist,she employed an agent to assist her to handle the rental business.,she employed an agent to assist her to handle the rental business.
74,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,enable,she employed an agent to enable her to handle the rental business.,she employed an agent to enable her to handle the rental business.
75,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,hire,she employed an agent to hire her to handle the rental business.,she employed an agent to hire her to handle the rental business.
76,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,aid,she employed an agent to aid her to handle the rental business.,she employed an agent to aid her to handle the rental business.
77,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,support,she employed an agent to support her to handle the rental business.,she employed an agent to support her to handle the rental business.
78,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,train,she employed an agent to train her to handle the rental business.,she employed an agent to train her to handle the rental business.
79,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,permit,she employed an agent to permit her to handle the rental business.,she employed an agent to permit her to handle the rental business.
80,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj,agent,accompany,she employed an agent to accompany her to handle the rental business.,she employed an agent to accompany her to handle the rental business.
81,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj-rel,agent,help,she employed an agent to help her to handle the rental business,"she employed an agent to help her to handle the rental business, so they have a function relation."
82,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj-rel,agent,allow,she employed an agent to allow her to handle the rental business,"she employed an agent to allow her to handle the rental business, so they have a function relation."
83,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj-rel,agent,assist,she employed an agent to assist her to handle the rental business,"she employed an agent to assist her to handle the rental business, so they have a function relation."
84,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj-rel,agent,enable,she employed an agent to enable her to handle the rental business,"she employed an agent to enable her to handle the rental business, so they have a function relation."
85,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj-rel,agent,hire,she employed an agent to hire her to handle the rental business,"she employed an agent to hire her to handle the rental business, so they have a function relation."
86,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj-rel,agent,pay,she employed an agent to pay her to handle the rental business,"she employed an agent to pay her to handle the rental business, so they have a function relation."
87,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj-rel,agent,use,she employed an agent to use her to handle the rental business,"she employed an agent to use her to handle the rental business, so they have a function relation."
88,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj-rel,agent,train,she employed an agent to train her to handle the rental business,"she employed an agent to train her to handle the rental business, so they have a function relation."
89,agent,represent,function,she employed an agent to represent her to handle the rental business .,obj-rel,agent,support,she employed an agent to support her to handle the rental business,"she employed an agent to support her to handle the rental business, so they have a function relation."
90,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,willing,"when a person is willing to do something, they are considered agreeable.","when a person is willing to do something, they are considered agreeable."
91,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,asked,"when a person is asked to do something, they are considered agreeable.","when a person is asked to do something, they are considered agreeable."
92,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,able,"when a person is able to do something, they are considered agreeable.","when a person is able to do something, they are considered agreeable."
93,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,ready,"when a person is ready to do something, they are considered agreeable.","when a person is ready to do something, they are considered agreeable."
94,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,invited,"when a person is invited to do something, they are considered agreeable.","when a person is invited to do something, they are considered agreeable."
95,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,inclined,"when a person is inclined to do something, they are considered agreeable.","when a person is inclined to do something, they are considered agreeable."
96,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,prepared,"when a person is prepared to do something, they are considered agreeable.","when a person is prepared to do something, they are considered agreeable."
97,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,allowed,"when a person is allowed to do something, they are considered agreeable.","when a person is allowed to do something, they are considered agreeable."
98,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,eager,"when a person is eager to do something, they are considered agreeable.","when a person is eager to do something, they are considered agreeable."
99,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj,agreeable,going,"when a person is going to do something, they are considered agreeable.","when a person is going to do something, they are considered agreeable."
100,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj-rel,agreeable,willing,"when a person is willing to do something, they are considered agreeable","when a person is willing to do something, they are considered agreeable, so they have a synonym relation."
101,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj-rel,agreeable,asked,"when a person is asked to do something, they are considered agreeable","when a person is asked to do something, they are considered agreeable, so they have a synonym relation."
102,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj-rel,agreeable,able,"when a person is able to do something, they are considered agreeable","when a person is able to do something, they are considered agreeable, so they have a synonym relation."
103,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj-rel,agreeable,invited,"when a person is invited to do something, they are considered agreeable","when a person is invited to do something, they are considered agreeable, so they have a synonym relation."
104,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj-rel,agreeable,going,"when a person is going to do something, they are considered agreeable","when a person is going to do something, they are considered agreeable, so they have a synonym relation."
105,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj-rel,agreeable,allowed,"when a person is allowed to do something, they are considered agreeable","when a person is allowed to do something, they are considered agreeable, so they have a synonym relation."
106,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj-rel,agreeable,ready,"when a person is ready to do something, they are considered agreeable","when a person is ready to do something, they are considered agreeable, so they have a synonym relation."
107,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj-rel,agreeable,inclined,"when a person is inclined to do something, they are considered agreeable","when a person is inclined to do something, they are considered agreeable, so they have a synonym relation."
108,agreeable,willing,synonym,"when a person is willing to do something , they are considered agreeable .",obj-rel,agreeable,happy,"when a person is happy to do something, they are considered agreeable","when a person is happy to do something, they are considered agreeable, so they have a synonym relation."
109,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,popular,her amiable character makes her very popular among her friends.,her amiable character makes her very popular among her friends.
110,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,attractive,her amiable character makes her very attractive among her friends.,her amiable character makes her very attractive among her friends.
111,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,respected,her amiable character makes her very respected among her friends.,her amiable character makes her very respected among her friends.
112,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,unpopular,her amiable character makes her very unpopular among her friends.,her amiable character makes her very unpopular among her friends.
113,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,famous,her amiable character makes her very famous among her friends.,her amiable character makes her very famous among her friends.
114,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,liked,her amiable character makes her very liked among her friends.,her amiable character makes her very liked among her friends.
115,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,useful,her amiable character makes her very useful among her friends.,her amiable character makes her very useful among her friends.
116,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,known,her amiable character makes her very known among her friends.,her amiable character makes her very known among her friends.
117,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,fashionable,her amiable character makes her very fashionable among her friends.,her amiable character makes her very fashionable among her friends.
118,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj,amiable,beloved,her amiable character makes her very beloved among her friends.,her amiable character makes her very beloved among her friends.
119,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,popular,her amiable character makes her very popular among her friends,"her amiable character makes her very popular among her friends, so they have a result - in relation."
120,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,attractive,her amiable character makes her very attractive among her friends,"her amiable character makes her very attractive among her friends, so they have a result - in relation."
121,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,famous,her amiable character makes her very famous among her friends,"her amiable character makes her very famous among her friends, so they have a result - in relation."
122,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,respected,her amiable character makes her very respected among her friends,"her amiable character makes her very respected among her friends, so they have a result - in relation."
123,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,influential,her amiable character makes her very influential among her friends,"her amiable character makes her very influential among her friends, so they have a result - in relation."
124,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,important,her amiable character makes her very important among her friends,"her amiable character makes her very important among her friends, so they have a result - in relation."
125,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,liked,her amiable character makes her very liked among her friends,"her amiable character makes her very liked among her friends, so they have a result - in relation."
126,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,successful,her amiable character makes her very successful among her friends,"her amiable character makes her very successful among her friends, so they have a result - in relation."
127,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,unpopular,her amiable character makes her very unpopular among her friends,"her amiable character makes her very unpopular among her friends, so they have a result - in relation."
128,amiable,popular,result-in,her amiable character makes her very popular among her friends .,obj-rel,amiable,useful,her amiable character makes her very useful among her friends,"her amiable character makes her very useful among her friends, so they have a result - in relation."
129,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj,anger,upset,"when someone is really upset and yelling, they are having a fit of anger.","when someone is really upset and yelling, they are having a fit of anger."
130,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj,anger,angry,"when someone is really angry and yelling, they are having a fit of anger.","when someone is really angry and yelling, they are having a fit of anger."
131,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj,anger,shouting,"when someone is really shouting and yelling, they are having a fit of anger.","when someone is really shouting and yelling, they are having a fit of anger."
132,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj,anger,crying,"when someone is really crying and yelling, they are having a fit of anger.","when someone is really crying and yelling, they are having a fit of anger."
133,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj,anger,screaming,"when someone is really screaming and yelling, they are having a fit of anger.","when someone is really screaming and yelling, they are having a fit of anger."
134,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj,anger,fighting,"when someone is really fighting and yelling, they are having a fit of anger.","when someone is really fighting and yelling, they are having a fit of anger."
135,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj,anger,hurt,"when someone is really hurt and yelling, they are having a fit of anger.","when someone is really hurt and yelling, they are having a fit of anger."
136,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj,anger,agitated,"when someone is really agitated and yelling, they are having a fit of anger.","when someone is really agitated and yelling, they are having a fit of anger."
137,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj,anger,hurting,"when someone is really hurting and yelling, they are having a fit of anger.","when someone is really hurting and yelling, they are having a fit of anger."
138,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj-rel,anger,angry,"when someone is really angry and yelling, they are having a fit of anger","when someone is really angry and yelling, they are having a fit of anger, so they have a synonym relation."
139,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj-rel,anger,upset,"when someone is really upset and yelling, they are having a fit of anger","when someone is really upset and yelling, they are having a fit of anger, so they have a synonym relation."
140,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj-rel,anger,shouting,"when someone is really shouting and yelling, they are having a fit of anger","when someone is really shouting and yelling, they are having a fit of anger, so they have a synonym relation."
141,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj-rel,anger,crying,"when someone is really crying and yelling, they are having a fit of anger","when someone is really crying and yelling, they are having a fit of anger, so they have a synonym relation."
142,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj-rel,anger,screaming,"when someone is really screaming and yelling, they are having a fit of anger","when someone is really screaming and yelling, they are having a fit of anger, so they have a synonym relation."
143,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj-rel,anger,fighting,"when someone is really fighting and yelling, they are having a fit of anger","when someone is really fighting and yelling, they are having a fit of anger, so they have a synonym relation."
144,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj-rel,anger,agitated,"when someone is really agitated and yelling, they are having a fit of anger","when someone is really agitated and yelling, they are having a fit of anger, so they have a synonym relation."
145,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj-rel,anger,hurt,"when someone is really hurt and yelling, they are having a fit of anger","when someone is really hurt and yelling, they are having a fit of anger, so they have a synonym relation."
146,anger,mad,synonym,"when someone is really mad and yelling , they are having a fit of anger .",obj-rel,anger,mad,"when someone is really mad and yelling, they are having a fit of anger","when someone is really mad and yelling, they are having a fit of anger, so they have a synonym relation."
147,appointments,early,time,i try to be early for my appointments .,obj,appointments,prepared,i try to be prepared for my appointments.,i try to be prepared for my appointments.
148,appointments,early,time,i try to be early for my appointments .,obj,appointments,ready,i try to be ready for my appointments.,i try to be ready for my appointments.
149,appointments,early,time,i try to be early for my appointments .,obj,appointments,late,i try to be late for my appointments.,i try to be late for my appointments.
150,appointments,early,time,i try to be early for my appointments .,obj,appointments,busy,i try to be busy for my appointments.,i try to be busy for my appointments.
151,appointments,early,time,i try to be early for my appointments .,obj,appointments,present,i try to be present for my appointments.,i try to be present for my appointments.
152,appointments,early,time,i try to be early for my appointments .,obj,appointments,patient,i try to be patient for my appointments.,i try to be patient for my appointments.
153,appointments,early,time,i try to be early for my appointments .,obj,appointments,quiet,i try to be quiet for my appointments.,i try to be quiet for my appointments.
154,appointments,early,time,i try to be early for my appointments .,obj,appointments,good,i try to be good for my appointments.,i try to be good for my appointments.
155,appointments,early,time,i try to be early for my appointments .,obj,appointments,early,i try to be early for my appointments.,i try to be early for my appointments.
156,appointments,early,time,i try to be early for my appointments .,obj-rel,appointments,present,i try to be present for my appointments,"i try to be present for my appointments, so they have a temporal relation."
157,appointments,early,time,i try to be early for my appointments .,obj-rel,appointments,prepared,i try to be prepared for my appointments,"i try to be prepared for my appointments, so they have a temporal relation."
158,appointments,early,time,i try to be early for my appointments .,obj-rel,appointments,available,i try to be available for my appointments,"i try to be available for my appointments, so they have a temporal relation."
159,appointments,early,time,i try to be early for my appointments .,obj-rel,appointments,busy,i try to be busy for my appointments,"i try to be busy for my appointments, so they have a temporal relation."
160,appointments,early,time,i try to be early for my appointments .,obj-rel,appointments,late,i try to be late for my appointments,"i try to be late for my appointments, so they have a temporal relation."
161,appointments,early,time,i try to be early for my appointments .,obj-rel,appointments,ready,i try to be ready for my appointments,"i try to be ready for my appointments, so they have a temporal relation."
162,appointments,early,time,i try to be early for my appointments .,obj-rel,appointments,patient,i try to be patient for my appointments,"i try to be patient for my appointments, so they have a temporal relation."
163,appointments,early,time,i try to be early for my appointments .,obj-rel,appointments,discreet,i try to be discreet for my appointments,"i try to be discreet for my appointments, so they have a temporal relation."
164,appointments,early,time,i try to be early for my appointments .,obj-rel,appointments,paid,i try to be paid for my appointments,"i try to be paid for my appointments, so they have a temporal relation."
165,appointment,late,time,sometimes i am late for my appointment .,obj,appointment,late,sometimes i am late for my appointment.,sometimes i am late for my appointment.
166,appointment,late,time,sometimes i am late for my appointment .,obj,appointment,early,sometimes i am early for my appointment.,sometimes i am early for my appointment.
167,appointment,late,time,sometimes i am late for my appointment .,obj,appointment,waiting,sometimes i am waiting for my appointment.,sometimes i am waiting for my appointment.
168,appointment,late,time,sometimes i am late for my appointment .,obj,appointment,ready,sometimes i am ready for my appointment.,sometimes i am ready for my appointment.
169,appointment,late,time,sometimes i am late for my appointment .,obj,appointment,prepared,sometimes i am prepared for my appointment.,sometimes i am prepared for my appointment.
